question_id,category,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
411,Earthquake,Hard,Sample Earthquake question #411: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
412,Flood,Easy,Sample Flood question #412: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
413,Fire Safety,Medium,Sample Fire Safety question #413: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
414,Cyclone,Hard,Sample Cyclone question #414: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
415,Tsunami,Easy,Sample Tsunami question #415: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
416,First Aid,Medium,Sample First Aid question #416: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
417,Emergency Response,Hard,Sample Emergency Response question #417: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
418,Disaster Management,Easy,Sample Disaster Management question #418: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
419,Geography,Medium,Sample Geography question #419: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
420,School Safety,Hard,Sample School Safety question #420: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
421,Earthquake,Easy,Sample Earthquake question #421: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
422,Flood,Medium,Sample Flood question #422: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
